고객명,성별,나이,직업,거주지,선호채널,연락처,결혼여부,자녀유무,거주 주택유형,주택 소유 여부,차량 보유 여부,차량명,연식,마케팅 활용 동의 여부,보험계약 변경 여부,보험계약 해지 여부,대출 여부,보험금 청구 유무,기타 상담 내용,자동차 보험 가입 여부,대물 보장금액,대인 보장금액,운행거리할인 특약 가입여부,생명보험 가입상품,총 납입보험료,보험계약 유지기간,대출 건수,대출 금액,대출상품,캠페인/동의정보,디지털접촉횟수,조회 정보,관심 이벤트,제공 정보
윤유나,여성,58,운동선수,수원,대면,010-7162-9526,결혼,예,주택,아니오,예,BMW,2016,예,아니오,아니오,예,아니오,계약 변경 요청,예,684002569,무한,아니오,종신상품,3927214,6,0,5203755,보험계약대출,예,49,4,정책 알림,앱 알림
이다온,여성,31,변호사,부산,대면,010-1250-1748,결혼,예,아파트,예,예,그랜저,2013,아니오,예,아니오,예,아니오,보장 내용 문의,예,410552149,무한,예,종신상품,4648505,20,3,1458916,신용대출,아니오,29,5,할인 혜택,전화
박지환,남성,36,연구원,창원,전화,010-3413-9728,미혼,아니오,주택,예,아니오,,,아니오,예,아니오,아니오,예,보장 내용 문의,아니오,0,0,아니오,종신상품,4730948,10,0,6494163,담보대출,예,37,8,할인 혜택,SMS
정유담,여성,25,예술가,부산,전화,010-9690-1681,결혼,아니오,빌라,아니오,예,BMW,2009,예,아니오,예,아니오,예,계약 변경 요청,예,229892838,무한,아니오,연금상품,4432023,14,1,5170554,,예,43,6,신제품 출시,SMS
박유진,여성,57,변호사,서울,이메일,010-6305-3828,미혼,아니오,빌라,아니오,아니오,,,예,예,아니오,아니오,아니오,보장 내용 문의,아니오,0,0,아니오,종신상품,2284896,8,2,0,,예,40,9,신제품 출시,전화
윤경수,남성,39,바리스타,성남,전화,010-9288-6416,미혼,아니오,빌라,아니오,예,아우디,2019,아니오,예,아니오,아니오,예,계약 변경 요청,예,525099404,무한,아니오,연금상품,2787548,9,0,7896667,,아니오,37,13,결제 기한,전화
박지환,남성,59,회계사,부산,전화,010-2905-1755,결혼,아니오,연립주택,아니오,예,쏘나타,2018,예,아니오,예,예,아니오,보험료 문의,예,230806676,무한,아니오,종신상품,197236,9,1,1012317,,예,34,12,정책 알림,전화
임나은,여성,20,바리스타,수원,전화,010-6353-8993,미혼,아니오,오피스텔,예,예,BMW,2019,아니오,아니오,예,예,아니오,기타,예,211505503,무한,예,암보험,3457570,12,0,955793,신용대출,아니오,47,14,할인 혜택,앱 알림
윤유진,여성,24,작가,대구,대면,010-2924-6097,미혼,아니오,아파트,예,예,포드,2009,아니오,예,아니오,아니오,예,해지 문의,예,524424529,무한,예,연금상품,644138,19,3,9126862,신용대출,아니오,27,3,정책 알림,이메일
임경수,남성,29,프로그램 개발자,울산,전화,010-8722-1079,미혼,아니오,주택,아니오,아니오,,,아니오,예,아니오,예,예,계약 변경 요청,아니오,0,0,아니오,종신상품,2844746,14,3,7229637,담보대출,예,48,0,할인 혜택,이메일
강수연,여성,70,변호사,대전,이메일,010-7357-6416,결혼,예,아파트,아니오,아니오,,,예,예,예,아니오,아니오,기타,아니오,0,0,아니오,암보험,3859269,14,0,8336032,신용대출,예,43,15,신제품 출시,SMS
윤은우,여성,47,프로그램 개발자,성남,온라인,010-5778-1405,미혼,아니오,주택,예,예,아반떼,2021,예,아니오,예,예,예,기타,예,366104880,무한,아니오,정기상품,2011501,10,1,3460363,신용대출,아니오,49,3,정책 알림,전화
박건우,남성,63,사진작가,광주,온라인,010-4115-4290,결혼,예,연립주택,아니오,아니오,,,아니오,아니오,아니오,아니오,아니오,보험료 문의,아니오,0,0,아니오,종신상품,2860313,16,3,4178324,,예,13,9,신제품 출시,SMS
정승현,남성,31,교사,서울,이메일,010-1987-3706,결혼,예,아파트,아니오,아니오,,,아니오,아니오,아니오,아니오,아니오,보험료 문의,아니오,0,0,아니오,종신상품,1284503,4,1,6381058,보험계약대출,예,35,4,신제품 출시,SMS
이민영,여성,44,운동선수,수원,온라인,010-5485-6458,미혼,아니오,오피스텔,예,예,벤츠,2010,아니오,예,예,예,예,보험료 문의,예,915637302,무한,아니오,종신상품,4292289,10,3,8573978,신용대출,예,30,17,결제 기한,SMS
장예림,여성,44,물리치료사,대구,전화,010-1357-4092,미혼,아니오,빌라,예,아니오,,,예,아니오,아니오,예,예,기타,아니오,0,0,아니오,암보험,2635066,11,1,0,보험계약대출,아니오,25,13,정책 알림,전화
장태윤,남성,59,연구원,대구,대면,010-8814-7399,결혼,아니오,오피스텔,아니오,아니오,,,아니오,아니오,예,아니오,아니오,보장 내용 문의,아니오,0,0,아니오,종신상품,3208166,20,3,7043821,담보대출,예,4,13,정책 알림,전화
최승우,남성,43,물리치료사,성남,전화,010-9670-1304,미혼,아니오,연립주택,예,아니오,,,예,아니오,아니오,예,예,기타,아니오,0,0,아니오,정기상품,3638009,18,1,0,신용대출,예,18,1,신제품 출시,SMS
강수아,여성,41,프로그램 개발자,부산,전화,010-9934-8739,미혼,아니오,연립주택,아니오,예,그랜저,2021,아니오,아니오,예,예,예,해지 문의,예,539983327,무한,아니오,연금상품,2502903,5,2,9896865,,아니오,33,12,정책 알림,이메일
김은빈,여성,47,연구원,창원,이메일,010-7138-4407,결혼,아니오,오피스텔,예,예,쏘나타,2004,예,아니오,아니오,아니오,아니오,보험료 문의,예,161305309,무한,아니오,암보험,2124080,6,3,5736671,담보대출,아니오,4,7,신제품 출시,전화
강태윤,남성,43,간호사,대구,온라인,010-8707-6878,미혼,아니오,아파트,아니오,예,스포티지,2018,아니오,아니오,아니오,아니오,아니오,기타,예,396071574,무한,아니오,정기상품,4730160,5,3,0,신용대출,아니오,37,16,신제품 출시,이메일
임시현,여성,32,소프트웨어 엔지니어,창원,이메일,010-7536-9778,결혼,아니오,빌라,예,예,스포티지,2017,아니오,아니오,예,아니오,아니오,기타,예,921040235,무한,아니오,연금상품,2908484,3,0,0,신용대출,예,10,5,신제품 출시,이메일
강태린,여성,21,디자이너,부산,온라인,010-7005-4866,결혼,아니오,빌라,예,예,K5,2023,아니오,아니오,아니오,예,예,보험료 문의,예,823185233,무한,아니오,연금상품,3870292,12,3,9188407,담보대출,아니오,10,16,할인 혜택,앱 알림
임다원,여성,50,프로그램 개발자,광주,전화,010-4384-4718,결혼,예,아파트,예,예,아우디,2008,예,아니오,예,아니오,예,보장 내용 문의,예,106677870,무한,아니오,암보험,4869071,14,0,6093324,신용대출,아니오,34,4,정책 알림,이메일
김하은,여성,22,연구원,수원,온라인,010-7175-6627,결혼,예,아파트,예,아니오,,,아니오,아니오,예,아니오,예,기타,아니오,0,0,아니오,종신상품,238599,16,1,4116041,신용대출,아니오,15,8,결제 기한,SMS
임수호,여성,20,예술가,대전,이메일,010-2346-2301,결혼,아니오,아파트,아니오,예,스포티지,2007,아니오,아니오,예,예,예,해지 문의,예,228224252,무한,아니오,종신상품,4959829,12,1,0,보험계약대출,예,12,18,할인 혜택,이메일
윤수연,여성,33,물리치료사,광주,이메일,010-9629-5948,결혼,아니오,연립주택,아니오,예,스포티지,2015,예,아니오,예,아니오,예,해지 문의,예,101019314,무한,예,정기상품,3837631,12,0,0,,아니오,17,12,정책 알림,SMS
강민규,남성,63,연구원,수원,이메일,010-2060-7771,미혼,아니오,주택,예,예,아우디,2006,예,아니오,예,예,아니오,보장 내용 문의,예,728939976,무한,예,종신상품,2382255,1,1,0,신용대출,예,27,3,할인 혜택,SMS
윤현서,남성,65,소프트웨어 엔지니어,광주,이메일,010-2369-4543,결혼,아니오,연립주택,예,예,아반떼,2014,예,예,예,아니오,아니오,보장 내용 문의,예,408568385,무한,아니오,정기상품,2551458,12,0,0,,예,22,4,결제 기한,전화
김유하,여성,27,물리치료사,창원,이메일,010-5279-3754,미혼,아니오,오피스텔,아니오,아니오,,,아니오,아니오,예,아니오,아니오,기타,아니오,0,0,아니오,정기상품,2774222,6,1,769029,담보대출,아니오,40,10,결제 기한,SMS
조예은,여성,66,기자,수원,온라인,010-3726-4050,미혼,아니오,아파트,아니오,아니오,,,예,예,아니오,예,아니오,보장 내용 문의,아니오,0,0,아니오,종신상품,3542215,15,1,0,,예,36,4,할인 혜택,이메일
강승환,여성,60,의사,성남,전화,010-1478-7938,미혼,아니오,오피스텔,아니오,예,아반떼,2000,아니오,예,아니오,아니오,아니오,계약 변경 요청,예,230569311,무한,아니오,종신상품,1703485,16,2,574277,보험계약대출,예,0,17,할인 혜택,이메일
박은서,여성,50,회계사,대전,이메일,010-3317-3551,미혼,아니오,연립주택,예,아니오,,,예,예,예,예,아니오,계약 변경 요청,아니오,0,0,아니오,정기상품,3726960,19,2,0,담보대출,예,45,6,신제품 출시,전화
임승현,남성,61,연구원,수원,전화,010-5598-7395,결혼,예,아파트,아니오,아니오,,,아니오,아니오,아니오,예,아니오,계약 변경 요청,아니오,0,0,아니오,암보험,1489967,20,0,3533967,신용대출,아니오,41,0,할인 혜택,전화
강하늘,여성,27,교사,성남,대면,010-5849-1040,미혼,아니오,빌라,아니오,예,그랜저,2010,예,예,예,예,아니오,해지 문의,예,753223829,무한,아니오,암보험,1245305,16,2,7534778,신용대출,아니오,19,20,결제 기한,앱 알림
강유담,여성,31,사진작가,수원,대면,010-5866-4979,미혼,아니오,아파트,예,예,쏘나타,2009,예,예,예,아니오,예,보장 내용 문의,예,664661482,무한,예,암보험,4569536,9,0,9771628,담보대출,예,13,15,정책 알림,전화
이하영,여성,70,디자이너,광주,대면,010-4798-9211,결혼,예,연립주택,예,예,K5,2000,예,아니오,예,아니오,예,보험료 문의,예,407184722,무한,예,정기상품,2556923,5,1,2348240,신용대출,아니오,7,13,정책 알림,앱 알림
장태윤,남성,35,물리치료사,수원,온라인,010-6684-6255,결혼,예,빌라,아니오,아니오,,,아니오,아니오,예,예,아니오,계약 변경 요청,아니오,0,0,아니오,종신상품,2092716,17,1,0,보험계약대출,예,16,2,할인 혜택,앱 알림
윤현수,남성,32,디자이너,서울,대면,010-4306-8203,미혼,아니오,아파트,아니오,예,테슬라,2014,예,아니오,아니오,예,아니오,계약 변경 요청,예,132903970,무한,아니오,정기상품,1343199,10,2,2907943,담보대출,아니오,44,12,정책 알림,SMS
강영희,여성,36,기자,성남,대면,010-3551-3868,미혼,아니오,빌라,아니오,예,BMW,2010,아니오,아니오,예,예,아니오,보험료 문의,예,634725407,무한,예,암보험,3662551,5,1,5951362,담보대출,아니오,39,4,정책 알림,전화
임지안,여성,33,회계사,인천,이메일,010-4813-3213,결혼,아니오,주택,예,아니오,,,예,예,예,예,아니오,해지 문의,아니오,0,0,아니오,종신상품,3428514,11,1,6708515,,예,16,1,신제품 출시,전화
조태영,남성,63,회계사,인천,전화,010-7382-6792,결혼,아니오,오피스텔,아니오,예,BMW,2003,예,예,아니오,아니오,아니오,해지 문의,예,285015847,무한,예,정기상품,1675057,18,3,0,신용대출,아니오,50,18,결제 기한,SMS
정은호,남성,58,교사,수원,대면,010-6385-6634,미혼,아니오,연립주택,아니오,예,포드,2012,예,예,아니오,예,아니오,해지 문의,예,601308258,무한,아니오,종신상품,3604142,13,1,8322151,담보대출,아니오,16,10,결제 기한,SMS
김예림,여성,36,방송인,인천,전화,010-7955-8091,미혼,아니오,오피스텔,예,아니오,,,예,아니오,예,아니오,아니오,보장 내용 문의,아니오,0,0,아니오,암보험,4717034,1,2,3649788,신용대출,예,2,10,신제품 출시,이메일
조은서,여성,40,기자,성남,대면,010-5776-9310,결혼,예,연립주택,아니오,예,벤츠,2005,아니오,아니오,예,아니오,아니오,기타,예,703309911,무한,아니오,종신상품,1832281,1,1,5503560,,예,8,14,할인 혜택,이메일
윤승민,여성,27,바리스타,인천,온라인,010-4722-2790,미혼,아니오,연립주택,예,아니오,,,아니오,아니오,예,아니오,아니오,기타,아니오,0,0,아니오,정기상품,3310944,16,0,0,보험계약대출,아니오,40,13,신제품 출시,전화
임지한,남성,27,프로그램 개발자,부산,전화,010-3807-9924,미혼,아니오,빌라,아니오,아니오,,,예,예,예,아니오,예,계약 변경 요청,아니오,0,0,아니오,종신상품,513836,10,1,6588192,보험계약대출,아니오,18,3,할인 혜택,전화
이시윤,여성,45,기자,수원,대면,010-1818-7487,미혼,아니오,주택,예,아니오,,,아니오,예,아니오,예,아니오,보험료 문의,아니오,0,0,아니오,연금상품,2120605,6,0,8812464,,아니오,25,2,할인 혜택,이메일
정지후,남성,57,운동선수,성남,대면,010-5324-4657,결혼,예,주택,아니오,아니오,,,예,예,아니오,예,아니오,기타,아니오,0,0,아니오,종신상품,1114680,18,3,8441180,보험계약대출,예,48,16,신제품 출시,전화
정예성,남성,47,의사,성남,이메일,010-7736-9208,미혼,아니오,주택,예,예,포드,2014,아니오,아니오,예,예,아니오,보험료 문의,예,515789357,무한,예,정기상품,226957,8,0,8804021,보험계약대출,아니오,42,10,할인 혜택,전화
강민재,남성,25,회계사,광주,대면,010-6740-4144,미혼,아니오,빌라,아니오,아니오,,,예,예,아니오,예,예,계약 변경 요청,아니오,0,0,아니오,종신상품,2177599,12,1,1489753,신용대출,예,48,15,결제 기한,이메일
강정수,여성,37,디자이너,서울,전화,010-1342-9272,결혼,예,연립주택,예,아니오,,,예,예,아니오,아니오,아니오,보험료 문의,아니오,0,0,아니오,암보험,133477,16,0,0,보험계약대출,아니오,44,6,정책 알림,SMS
김하영,여성,48,기자,광주,전화,010-8640-1626,결혼,예,아파트,예,예,벤츠,2020,아니오,예,예,아니오,예,보장 내용 문의,예,851533754,무한,예,종신상품,3349040,5,1,6949785,보험계약대출,예,13,15,결제 기한,앱 알림
최유나,여성,66,바리스타,성남,온라인,010-8568-6368,결혼,예,빌라,아니오,아니오,,,아니오,예,아니오,예,예,해지 문의,아니오,0,0,아니오,암보험,3204461,11,1,0,,아니오,13,14,정책 알림,전화
강주원,여성,68,변호사,서울,전화,010-8759-7777,미혼,아니오,주택,아니오,예,벤츠,2009,예,예,예,예,아니오,보험료 문의,예,801164420,무한,아니오,정기상품,4702534,11,2,0,신용대출,예,1,6,결제 기한,이메일
정예솔,여성,51,연구원,대전,이메일,010-4037-5492,결혼,예,아파트,예,예,스포티지,2016,예,아니오,예,예,예,기타,예,862663709,무한,아니오,종신상품,1980097,19,0,2580821,신용대출,예,42,7,신제품 출시,전화
임예림,여성,56,교사,창원,온라인,010-6007-7844,결혼,예,빌라,예,예,BMW,2000,아니오,아니오,아니오,예,예,해지 문의,예,350301967,무한,예,종신상품,1121126,20,2,4073598,담보대출,예,27,10,정책 알림,전화
강다인,여성,27,간호사,대전,대면,010-1704-8914,결혼,아니오,연립주택,아니오,아니오,,,아니오,아니오,아니오,예,예,보험료 문의,아니오,0,0,아니오,정기상품,2205656,13,3,0,담보대출,예,2,9,신제품 출시,SMS
윤수빈,여성,65,번역가,수원,대면,010-7400-6974,미혼,아니오,연립주택,아니오,예,스포티지,2004,예,예,예,아니오,예,계약 변경 요청,예,815751441,무한,아니오,암보험,4382473,6,0,7474535,신용대출,아니오,22,16,정책 알림,전화
강윤서,여성,66,엔지니어,부산,전화,010-3019-4928,미혼,아니오,아파트,아니오,아니오,,,예,아니오,아니오,예,아니오,보장 내용 문의,아니오,0,0,아니오,종신상품,1273438,15,1,1520987,담보대출,예,45,14,결제 기한,앱 알림
